"X60410","X60430","X60434","X60512","X61104","X61402","X61502","X61603","X62601","X63001","X65001","X65101","year","month","day"
0.789,1.842,0.737,1.158,0.632,1,1.421,0.737,1,0.789,0.789,0.842,2012,9,23
2.105,3.316,1.263,1.474,0.846,1.211,3.235,0.842,1.263,1.474,1.579,0.842,2012,9,24
6.526,7.474,5.789,6.158,4.316,6.053,8.08,5.737,5.579,5.789,6.789,7.053,2012,9,25
9.053,10.053,8.789,13.316,6,12.895,13,9.053,12.632,9.737,5.947,7.789,2012,9,26
2.368,3.789,2.105,7.842,0.842,2.474,2.474,2,1.947,2.526,2.842,2.263,2012,9,27
3.947,5.158,4.211,5.789,1,3.105,3.632,4.211,3.211,2.632,4.789,3.789,2012,9,28
2.895,5,2.789,4.316,2,3.526,3.105,2.211,3.158,3.143,3.053,2.737,2012,9,29
3,3,2.211,3.421,1.158,3.105,2.158,2.316,3.474,4.094,2.211,2.579,2012,9,30
3.684,4.526,2.632,3.842,1.368,2.684,2.947,2.737,2.947,3.75,2,2.684,2012,10,1
6.579,8.474,6.789,15.316,3.684,7.579,6.632,7.316,6.526,6.316,4.053,5.579,2012,10,2
9.895,11.579,9.895,20,6.579,10.316,9.421,10.053,7.842,9.105,8.842,9.737,2012,10,3
7.158,8.211,7.368,8.789,6.474,8.895,8.842,9.632,8.632,9.947,8.421,8.368,2012,10,4
6.842,7.737,6.263,9.105,7.158,9,7.368,6.368,7.211,7.842,5.684,6.789,2012,10,5
1.895,2.211,2.526,2.526,1.263,2.632,2.526,2.263,2.368,2.579,1,1.368,2012,10,6
1.526,1.211,1.263,1,1.158,0.368,0.421,1.053,1.105,1.263,0.684,1.474,2012,10,7
4,3.737,3.526,3.158,3.105,3.263,3.526,3.053,3.158,3.947,2.263,3,2012,10,8
6.158,6.737,10.105,6.737,6.368,7.211,6.053,7.263,7.211,8.526,7.895,8.158,2012,10,9
3.842,4.105,7.053,2.842,3.368,3.684,3.158,4.053,3.421,4.579,3.368,3.684,2012,10,10
2.421,3.105,3.684,2.947,1.316,3.105,2.368,2.579,3.316,3.158,2.579,3.9,2012,10,11
1.316,2.105,2.579,2.368,0.842,2,1.737,1.474,1.842,1.526,1.211,0.895,2012,10,12
3.842,4.684,4.737,4.526,1.947,4.316,4.789,3.526,4.211,4.737,2.474,2.579,2012,10,13
11.632,9.316,9.842,11.158,8.421,10.684,11.158,10.526,11.263,11.895,9.684,11.368,2012,10,14
1.105,0.5,2.053,1.474,1.316,1.211,1.053,1.105,1.263,1.842,1.158,1.053,2012,10,15
1.632,1.895,1.737,1.053,2.263,1.053,1.474,1.474,2.526,1.526,1.474,1,2012,10,16
6.316,7.842,6.632,11.105,5.842,6.684,6.316,7.105,6.316,7.684,7,6.474,2012,10,17
7,7.368,6.368,9.895,7.263,5.895,6,6.211,5.526,7.158,6.158,6.526,2012,10,18
1.789,2.947,2.684,17.263,1.737,5.842,5.263,2.211,3.684,2.263,1.789,3.789,2012,10,19
2.579,2.263,2.895,2,1.684,1.316,2.053,2.263,1.895,2.421,3.579,2.789,2012,10,20
5.789,6.526,7,7.105,4.474,6.211,7.053,5.947,6.474,6.368,5,6,2012,10,21
9.947,11.105,8.105,9.211,6.789,7.842,8.053,7.842,8.421,8.684,6.947,7.053,2012,10,22
5.737,7.421,6.316,11.105,4.789,7.421,6.158,4.947,8,5.579,5.789,6.105,2012,10,23
3.526,5.368,4.263,8.579,3.895,8.211,7.842,4,8.263,3.579,4.421,5.579,2012,10,24
9.684,11.105,7.421,21.263,9.053,7.684,7.789,8.684,9.211,3.842,10.737,12.158,2012,10,25
9.526,9.632,8.421,9.368,9.895,7.368,6.895,8.895,7.421,11,6.895,8.684,2012,10,26
1.158,1.158,1.158,1.053,0.278,0.632,0.579,0.895,0.895,0.842,0.947,0.737,2012,10,27
0.474,0.444,0.579,0.316,0.5,0.158,0.316,0.263,0.474,0.263,0.412,0.75,2012,10,28
1,2.732,2.688,0.25,0.333,2.275,2.255,1.877,2.738,2.484,1,2.32,2012,10,29
1.667,2.615,1.933,3.308,1.143,1.714,1.231,1.875,1.429,1.8,1.462,1.538,2012,10,30
3.105,3.211,2.053,2.211,0.579,1.389,1.632,1.947,1.684,2.632,0.842,0.842,2012,10,31
0.684,1.105,0.474,0.737,0.684,0.25,0.579,0.474,0.421,0.947,0.632,1,2012,11,1
2.368,2.579,1.053,1,1.053,0.526,0.737,0.684,0.579,0.789,1.579,1.769,2012,11,2
1.474,1.316,1.474,2.105,0.526,0.947,0.947,1.053,1,1.842,0.947,0.632,2012,11,3
1.684,1.158,0.947,0.947,1,3.368,3.526,0.579,4.474,0.842,1.211,1,2012,11,4
1.632,2.053,2.105,1.842,0.579,1.105,1.526,1.421,1.789,1.684,1.053,1.474,2012,11,5
3.526,6,4.947,5.842,3.474,4.158,4.263,4.368,4.895,4.105,5.316,5.316,2012,11,6
2.579,4.053,3.789,7.421,2.684,5.211,4.684,3.579,4.895,3.263,3.105,3.316,2012,11,7
6.632,6.368,6.737,6.789,2.789,5.684,6.211,5.895,6.105,6.947,5.421,5.211,2012,11,8
15.053,17.684,14.158,13.895,10.211,13.684,14.632,12.421,12.895,13.947,11.316,12.211,2012,11,9
12.789,15.368,11,18.895,6.737,18.895,17.737,13.526,14.474,13.684,10.895,9.526,2012,11,10
9.842,10.105,10.053,9.053,6.842,6.211,5.579,9.842,8.368,10.579,7.421,10.421,2012,11,11
7,6.526,7.526,6.053,7.895,4.684,4.316,7.158,5.737,7.526,6.842,7.632,2012,11,12
2.737,3.053,2.474,3.211,2.263,2.263,3.684,2.474,3.053,3.474,2.684,2,2012,11,13
4.947,5.474,4.105,5.105,2.947,4.211,4.421,3.895,4.053,7.053,4.316,4.263,2012,11,14
2.421,5.421,3.579,4.474,2.947,4.368,5.316,3.158,3.684,2.842,4.368,5.526,2012,11,15
10.947,13.368,9.632,10.158,7.947,10.526,13.263,8.789,10.053,14.263,11.316,10.421,2012,11,16
10.842,11.579,12.684,17.526,9.105,13.842,13.895,11.421,16.789,12.789,8.368,8.316,2012,11,17
7.684,10.684,11.105,12.211,9.105,9.211,6.368,9.789,8.053,9.053,10.474,8.526,2012,11,18
9.947,14.316,13.737,29.158,8.579,9.263,9.105,12.158,10.526,15.368,10.105,13.947,2012,11,19
11.579,14.263,10.947,19.105,10.947,20.789,18.105,9.421,16.947,11.947,11.947,11.368,2012,11,20
9.789,14.421,15,23.895,12.632,10.474,20,14.789,7.105,28.526,15.316,14.368,2012,11,21
15.105,16.211,15.789,16.737,9.105,12.579,15.368,14.789,12.947,13.368,16.053,14.947,2012,11,22
5.556,4,3.368,7.053,4.526,4.294,2.059,3.684,5.895,4.789,3.368,4.562,2012,11,23
0.7,0.643,0.5,0.842,0.625,4.394,0.667,0.211,0.5,1.5,0.5,1,2012,11,24
3.263,3.474,3.368,4.579,3,3.941,4.263,3.474,4.632,3.632,3,3.353,2012,11,25
3.105,3.947,2.947,5,2.421,2.895,1.895,2.947,3.632,3.737,1.895,1.526,2012,11,26
3,3.474,2.684,3.579,2.842,2.053,1.842,2.632,3.526,2.526,2.684,2.263,2012,11,27
4.316,5.632,4.789,6.316,2.737,4.895,5.105,4.684,5,4.842,4.105,3.632,2012,11,28
8.632,9.474,8.053,9,3.947,8.263,8.421,8.158,6.947,7.895,4.947,6.421,2012,11,29
1.211,1.737,1.316,6.526,0.947,2.105,0.895,1,3.316,1.421,1.316,2.158,2012,11,30
5.316,6.632,5.368,10.474,5.263,8.526,7.263,5.368,7.053,6.263,6.737,6.684,2012,12,1
11.105,9.421,8.158,10.158,8.789,8.316,8.579,9.158,8.842,9.789,9.105,9.526,2012,12,2
5.316,7.211,4.474,11.474,3.316,7.526,7.632,5.895,9.579,6.632,5.632,5.842,2012,12,3
7.579,7.316,3.789,5.895,5.368,2.474,2.316,4.895,3.789,7.053,5.737,6.789,2012,12,4
1.842,2.474,0.842,1.474,0.474,0.105,0.421,1.158,0.579,1.684,2.105,1.316,2012,12,5
3.158,5.421,3.211,7.316,1.368,3.684,4.368,3.474,2.895,4.211,3.368,4,2012,12,6
10.737,13.053,9.211,10.947,7.263,10.053,9.579,9.579,9.158,11.053,9.737,8.526,2012,12,7
6.421,7.684,7.316,10,3.316,8.737,6.368,6.842,6.684,8.684,5.684,6.632,2012,12,8
1.368,1.895,1.368,4.158,1.632,2.526,1.706,2,2.421,1.895,1.737,1.941,2012,12,9
1.895,3,1.474,2.947,0.947,3.053,1.714,1.421,2.158,2.091,1.579,2.286,2012,12,10
3.632,5.053,4.421,4.842,1.474,3.684,2.526,4.737,2.684,9.375,2.737,3.105,2012,12,11
5.632,7.526,5.105,5.842,5.263,5.895,5.789,5.579,5.316,6.526,6.421,5.895,2012,12,12
6.316,6.105,5.684,5.158,5.737,5.789,5,4.842,4.474,5.895,5.579,5.842,2012,12,13
8,10.263,7.368,9.895,5.526,9.737,9.789,7.158,8.368,9.842,6.263,6.474,2012,12,14
1.789,4.053,3.684,8.737,1.211,9.737,7.105,3.105,8.579,4.105,3.368,3.737,2012,12,15
7.105,8.684,6.789,16.579,4.737,7.421,7.789,7.368,4,9.211,7.053,7.474,2012,12,16
5.526,4.895,4.211,4.947,5.105,3.579,3.684,4.684,2.105,7.053,5.684,4.789,2012,12,17
2.211,3.158,1.158,2.263,1,1.842,2,1.316,2,1.947,1.947,1.316,2012,12,18
3.737,6.684,3.421,8.105,1.895,10,8.579,5.158,8.053,7.579,3.895,4,2012,12,19
1.986,3.211,3.789,6.053,1.421,4.105,5.947,1.579,3.737,2.632,2.875,1.105,2012,12,20
1.368,1.737,0.421,0.789,2,1.158,1.368,0.947,0.579,1.684,1.263,0.526,2012,12,21
1.579,2.474,1.053,1.526,1.105,1.789,2.158,2.105,1.316,2.105,1.947,1.579,2012,12,22
2.895,3.474,2.895,3.842,2.105,4.316,4.053,3.421,3.737,4.105,2.105,2.526,2012,12,23
1.421,2.316,0.895,1.789,1.474,1.053,1.526,1.526,0.526,1.579,1.684,2.474,2012,12,24
2.632,3.947,3.684,4.474,2.474,4,3.895,4.632,4.053,4.263,3.526,3.579,2012,12,25
0.684,1.211,1,3.368,0.429,1.211,0.895,1.105,1.158,0.895,0.632,2,2012,12,26
1.895,1.947,0.842,1.474,0.737,1.632,1.211,1.526,1.316,1.895,1.316,1.263,2012,12,27
2.737,2.895,3,5.474,2.263,5.263,6.053,5.368,3.947,5.684,4.579,3.158,2012,12,28
1.947,3.421,4.105,4.474,2.789,5.368,6.842,4.158,4.158,4.632,3.158,2.421,2012,12,29
2.316,3.368,1.579,2.895,2.211,2.842,2.947,2.368,3.842,3.632,2.895,2.579,2012,12,30
8.526,9.105,8.211,8.105,7.789,8.579,9.211,8.526,5.842,8.684,9.842,9.368,2012,12,31
3.158,3.526,6.105,3,5.316,3.316,3.421,7.973,3.895,2.632,4.842,2.789,2013,1,1
4.632,6.263,6.368,7.632,4.632,5,7.316,7.781,5.316,7.579,4.526,1.895,2013,1,2
15.579,14.632,20.211,20.632,6.474,20.895,22.895,10.921,13.368,22.368,10.211,12,2013,1,3
13.158,11.368,15.526,12.737,11.474,12.632,14.579,12.895,10.263,13.895,9.316,11.526,2013,1,4
16.105,13.211,17.211,20.211,5.105,22,18.421,17.737,19.737,20.895,6.421,8.579,2013,1,5
18.579,17.211,19.263,16.895,18.158,18.053,21.158,19.632,16.316,18.526,16.947,18.632,2013,1,6
6.158,6.684,7.526,5.789,4.789,6.368,8.526,6.263,6.474,6.263,7.421,6,2013,1,7
32.684,27.842,25.632,28.083,26.474,24.895,33,28.053,20.263,26.684,26.316,29.895,2013,1,8
15.789,15.421,21.579,14.368,21.316,17.526,16.053,16.421,11.421,15.211,20.842,19.316,2013,1,9
4.158,4.684,6.526,5.316,4.105,6.211,5.947,4.526,4.789,6,4.526,1.947,2013,1,10
7.895,7.842,8.105,14.526,6.789,8.947,11.632,12.579,7.316,9.684,8.526,8.632,2013,1,11
13.789,9.789,8.211,8.474,7.842,6.737,11.579,10.263,5.842,11.368,11.632,11.421,2013,1,12
11.105,9.842,7.684,10.789,8.684,12.684,5.895,6.421,5.211,5.895,8.421,9.158,2013,1,13
4.316,5.211,6.632,6.333,4.105,7.158,3.842,4.842,6.842,5.474,3.842,2.684,2013,1,14
6.684,5.895,6.684,8.8,4.368,7.737,7,6.842,10,7.895,4.684,4.632,2013,1,15
16.211,14.158,10.895,11.429,11.789,13.421,15.158,14.211,9.842,15.316,12.684,13.947,2013,1,16
3.632,4.789,6.526,5.526,5.421,6.632,5.316,3.947,5.947,6.158,2.842,3.263,2013,1,17
3.474,5.105,4.895,4.789,2.789,2.684,4.684,3.368,2.632,5.526,5,3.158,2013,1,18
9.684,6.421,6.684,5.368,11.316,5.737,9.105,6.316,5.684,6.526,11.263,8.053,2013,1,19
2.263,3.316,4.842,3.789,4.842,3.579,4,1.737,4.368,3.632,2.684,1.632,2013,1,20
4.053,4.316,2.842,4.842,2.842,2.737,3.158,2.579,4.105,4.474,2.895,1.684,2013,1,21
2.737,3.842,4.526,4.737,3.053,2.421,3.632,2.895,3.105,4.842,4.263,3.421,2013,1,22
9.526,7.263,5.368,8.316,4.947,3.789,3.368,4.579,3.842,7.842,6.842,4.105,2013,1,23
9.579,10.474,7.947,9.105,5.737,8.105,8.684,7.632,11,10.316,6.684,6.579,2013,1,24
6.842,10.526,10.842,7.474,6,5.947,6.895,8.105,3.105,8.368,8,7.632,2013,1,25
8.526,10.368,11.053,15.684,6.053,17.474,24.263,10.947,14.895,15.842,9.895,7.632,2013,1,26
7.105,12.263,16.526,21.947,6.579,20.526,14.211,13.368,21.316,20.316,10.263,7.842,2013,1,27
13.842,15.789,13.895,26.632,8.895,15.263,15.842,18.053,10.421,20.789,12.316,12.842,2013,1,28
7.632,11.684,12.684,16.947,12.316,9.526,8.842,9.316,8.368,13.368,13.105,10.316,2013,1,29
6.579,6.053,9.211,7.211,8.579,8.842,4.789,7.842,4.105,7.684,7.579,5.579,2013,1,30
1.737,2.263,4.947,3,3.526,3.368,1.158,0.579,2.579,2.474,0.789,1.158,2013,1,31
4.421,3.947,2.421,2,3.895,3.053,3.579,1.263,3.368,2.684,4,2.947,2013,2,1
11.053,10.053,2.158,7.789,7,9,10.105,8.737,9.053,8.421,6.211,9,2013,2,2
7.895,7.789,1.947,9,7,11.474,11.474,6.474,8.263,9.368,7.737,6.526,2013,2,3
5.842,6.789,1.368,9.474,5.158,5.895,7.158,6.632,6.737,8.316,2.579,3,2013,2,4
10.632,10.316,2.579,16.632,6.947,15.368,9.368,12.316,9.842,14.316,6.842,7.053,2013,2,5
8.789,7.263,2.053,8.368,7.684,6.316,5.526,6.368,7.526,8.158,5.211,5.211,2013,2,6
5,6.421,2,12,6.316,10.632,10,7.211,9.947,10,5.105,4.632,2013,2,7
7.263,9.211,2.526,13.211,6.421,8.579,6.684,8.211,13.368,8.526,4.684,5.632,2013,2,8
6.895,4.895,1.684,7.211,4.053,7.421,7.263,6,6.158,8.316,3.737,3.526,2013,2,9
18.474,18.263,4.842,19.526,10.368,21.211,18.211,15.368,12.158,16.895,14.526,10.053,2013,2,10
10.263,9.842,3.789,14.158,10.632,11,11.789,10.421,7.474,9.368,9.526,9.842,2013,2,11
4.737,5.421,2.263,10.421,4.579,6.895,5.842,5,6.737,3.684,3.368,3.105,2013,2,12
15.053,13.789,5.737,11,8.789,10.632,11.474,12.368,13.895,4.105,10.895,9.474,2013,2,13
24.316,22.842,11.895,21.053,17.158,21.368,25.632,25.211,16,10.211,24.421,24.421,2013,2,14
4.421,3.842,1.947,4.158,7.947,2.684,3.684,2.421,2.316,2.789,3.842,2.421,2013,2,15
6.632,7.368,3.053,5.158,4.789,4.158,5.526,6.526,4.263,2.947,3.421,7.474,2013,2,16
4.211,4.947,1.105,3.632,4.684,4.842,3.526,2.579,4.526,1.053,3.263,3.105,2013,2,17
6.526,6.211,1.789,5.053,5.842,6.053,4.158,6.421,4.105,3.105,7.947,6.105,2013,2,18
11.263,9.737,3.263,11.158,8.632,10.263,10.684,10.211,8.263,4.053,8.211,9.842,2013,2,19
2.316,3.053,1,3.474,3.632,2.474,2.737,2.263,2.684,3.947,4,0.737,2013,2,20
7.158,6.474,1.211,3.158,4.737,3.211,4.895,3.526,3.842,6.368,2.684,3.526,2013,2,21
6,6.368,2.105,9.368,7.053,9.632,7.737,15.737,6.789,7.105,6.526,6.053,2013,2,22
13.474,14,5.667,12.895,13.684,10.947,15.474,13.368,9.684,13.632,12.474,12.421,2013,2,23
20.684,16,5.243,16.053,15.158,14.684,15,16.579,14.053,15.947,13.158,14.211,2013,2,24
8.053,8.632,4.273,9.421,6.263,10.632,10.158,9.579,7.316,10.053,4.789,4.632,2013,2,25
9.842,12.105,7.632,16.211,10.053,14,12.526,9.263,12.263,10.316,7.421,9.053,2013,2,26
3.105,2.316,4.368,16.105,6.684,6.053,3.737,3.474,5.789,4.737,4,1.632,2013,2,27
6.316,5.579,6.316,7.684,3.579,8.316,9.737,5.737,5.737,6.789,1.947,1.368,2013,2,28
4.105,3.789,3.789,5.368,2.105,3.526,3.053,1,3.105,4.053,3.895,1.684,2013,3,1
5.158,3.737,3.158,4.211,3.684,2.895,3.684,2.789,3.263,4.737,3.474,4,2013,3,2
3.842,3.474,3.789,3.789,5.158,4.368,4.263,2.316,5.105,4.789,3.579,2.474,2013,3,3
4.643,5.158,4.895,4.842,3.684,2.632,3.947,3.263,3.947,4.789,3.579,3.053,2013,3,4
5.75,7.474,7.421,9.632,4.947,9.316,6.211,6.053,11.737,6.684,6.526,7.105,2013,3,5
6.316,8.158,8.211,12.105,5.158,7.684,13.211,7.737,7.053,6.737,4.105,6.421,2013,3,6
5.053,6.368,8.895,15.421,4.421,10.684,11.474,11.421,11,9.842,3.421,5.053,2013,3,7
4.842,3,4.316,4.474,3.737,4.105,7.263,4.526,4.789,3.211,4.632,4.421,2013,3,8
6.211,6.789,6.474,13.316,5.474,11.158,10.368,7.263,11.263,11.947,8.895,6.105,2013,3,9
7.053,7.158,7.211,11.789,8.053,12.316,12.895,8.789,9.526,7.947,9.316,8.211,2013,3,10
10.632,10.632,10.579,16.158,11.211,11.053,9.632,11.316,7.211,12.211,11.526,10.263,2013,3,11
9.947,9.789,9.526,9.526,11.053,9.105,8.211,8.947,9.211,9.421,5.789,8.053,2013,3,12
10.211,10.211,9.632,8.737,6.368,7.842,10.211,8.684,6.947,9.474,5.789,7.316,2013,3,13
2.421,2.789,3.421,2.842,2.316,2.684,1.474,0.737,2.211,2.263,1.789,0.947,2013,3,14
11.421,10.632,13.158,11.895,5.368,10.579,12.895,7.842,11.895,11.842,6.526,5.368,2013,3,15
3.737,4.263,5.263,5.579,3.368,4.789,3.526,3.789,5.526,3.842,2.789,3.053,2013,3,16
3.947,3.632,3.579,6.105,3.579,5.263,2,3.579,6.789,4.789,2.211,3.053,2013,3,17
4.368,5.526,3.368,7.947,3.263,5.632,5.737,5.263,6.632,5.789,5.684,4.737,2013,3,18
12.737,11.632,10.421,10.474,8,8.684,13.158,11.526,9,13.579,10,11.053,2013,3,19
6.105,6.211,6.737,7.632,5.474,6.053,5.579,5.737,7.053,6.842,3.474,3.421,2013,3,20
8.474,8.421,7.316,8.842,4.947,6,6.421,6.316,6.947,8.737,4,4.263,2013,3,21
4.158,3.105,4.947,3.895,3,3.667,2.895,2.368,3.947,3.684,2.316,2,2013,3,22
2.842,2.105,2.947,5.105,2.263,3.071,1.421,2.211,3.579,4.947,2.789,1.421,2013,3,23
2.789,2.895,2.421,4.421,2.737,3.474,4.947,3.632,2.947,3.263,3.105,2.947,2013,3,24
2.526,3.842,2.474,8.737,2.158,2.579,3.526,1.632,3.316,2.526,1.684,3.895,2013,3,25
4.105,2.895,2.474,4.632,3.368,5,4,2.053,4.211,3.842,3.105,2.684,2013,3,26
5.474,3.842,5.053,5.053,4.579,3.947,5.053,5.053,3.316,5.105,4.895,4.368,2013,3,27
4.316,3.842,3.421,5.895,3.526,4.368,6.579,2.737,5.211,4.895,3.316,3.526,2013,3,28
3.158,2.579,3.421,3.579,1.579,2.684,3.105,2.737,3,3.684,2.632,3.895,2013,3,29
6.632,6,4.737,6.842,4.684,6.947,8.526,6.632,7.526,6.895,5.789,5.368,2013,3,30
13.105,13.053,11.684,12.211,10.474,14.947,18.211,13.842,13.947,16.579,15.789,15.842,2013,3,31
5.211,3.737,5.158,5.368,5.895,4.316,2.263,3.211,3.842,4.579,2,3.842,2013,4,1
3.632,2.895,2.737,3.211,1,3.263,2.947,1.842,3.684,4.158,1.632,1.421,2013,4,2
4.526,4.789,3.053,4.526,3.316,2.421,4.789,4.474,3.579,4.789,4.316,4,2013,4,3
8.105,7.421,5.895,5.632,7.316,4.105,6.842,6.474,4.632,5.421,8.895,6.316,2013,4,4
9.474,8.368,8.105,8.737,10.105,10.158,7.579,8.474,8.474,8.632,7.105,8.263,2013,4,5
4.895,5,5.158,7.105,4.789,4.368,5.316,6.316,3.526,5.947,4.789,6.474,2013,4,6
7.947,8.158,5.895,10.842,9.474,9.947,10.421,9.263,10.737,9.737,7.316,7.368,2013,4,7
5.947,8.211,6.947,11.842,8.474,8.053,12.053,7.158,10.158,7.947,7.632,9.895,2013,4,8
12.158,11.632,13,12.947,7.053,8.263,9.263,11.632,7.053,9.474,9.474,12.737,2013,4,9
6.895,8.632,11.316,14.684,6.684,9.474,6.895,9.947,8.737,10.947,7,7.211,2013,4,10
4.316,3.842,3.737,7.263,2.158,4.526,2.158,3.316,2.947,3.947,3.211,2.579,2013,4,11
3.158,4.526,4.158,6.947,3.737,4.571,4.895,4.368,3.526,4.842,2.316,2.211,2013,4,12
7.474,7.368,6.737,7.105,6.684,5.197,6.421,7.158,6.053,7.211,7.947,7.947,2013,4,13
4.158,3.211,5.263,3.895,0.789,5.704,4.316,3.789,4.842,2.737,3.316,3.263,2013,4,14
6.526,6.895,6.211,17.474,6.526,5.391,10.632,6.842,5.684,5.895,6.842,8.684,2013,4,15
6.211,5.947,7.579,6.947,6.737,2.636,4.737,5.421,6.895,4.895,5.684,3.632,2013,4,16
3.421,3,4.263,8.684,0.684,1.947,3.316,3.789,4.158,4.789,2.474,1.5,2013,4,17
4.895,9.263,6.895,17.579,16.632,7.579,9.474,7.632,6.684,5.263,8.684,5.895,2013,4,18
6.579,5.947,13.579,7.421,9.842,5.263,3.526,7.737,6.316,9.789,6.158,6.474,2013,4,19
3.895,2.684,7.421,3.421,1.211,2.632,2,3.526,4.684,4.684,2.421,2.737,2013,4,20
5.947,5.474,5.474,8.737,5.158,5.368,7.579,6.947,6.474,6.474,5.263,7.579,2013,4,21
8.263,7.158,6.789,15.789,7.526,9.842,10.421,7.105,7.211,8.368,7.895,9.526,2013,4,22
9.158,9.947,8.263,15.737,7.684,11.053,10.632,8.158,8.474,8.895,9.579,7.947,2013,4,23
9.789,8.211,9.684,12.316,13.053,9.316,8.842,9.105,9.684,10.474,5.579,7.368,2013,4,24
11.684,9.053,7.789,9.842,5.895,7.2,11.263,8.526,9.368,13.684,5.421,8.842,2013,4,25
9.789,8.895,8.368,8.789,6.842,8.263,5.526,7.316,5.632,9.263,6.947,7.526,2013,4,26
12,13.158,9.368,20.211,11.526,7.789,9.526,11.211,7.316,11.211,11.632,13.158,2013,4,27
10.158,10.842,13.579,19.684,10.737,15.737,13.684,11.789,17.158,13.526,11.579,9,2013,4,28
9.789,14.133,14.105,30.947,13.105,11.474,8.823,11.842,10.316,12.105,17.421,12.211,2013,4,29
7.579,8.6,15.158,20.842,9.474,6.737,5.848,11.368,5.526,9.789,17,11.526,2013,4,30
5.211,5.053,7.105,15.526,5.632,4.053,4.368,8.737,4.263,7.632,4.842,6.105,2013,5,1
9.579,10.947,11.263,24.684,7.263,11.211,7.053,11.421,6.684,11.579,9.053,11.579,2013,5,2
6.158,7.789,7.895,20.684,6.211,8.579,7.737,7.421,5.842,10.158,6,8.684,2013,5,3
7.421,8,8.789,21.053,9.316,10.211,5.947,8.947,7.368,10.789,8.579,8.684,2013,5,4
4.789,5.789,6,14.579,4.579,8.211,5.579,6.737,6.526,6.158,8.632,4.737,2013,5,5
10.158,10.421,9.316,21.105,7,11.526,5.789,11.053,7.368,13.947,10.579,10.316,2013,5,6
11.632,15.158,21.053,19.842,7.579,10.684,3.818,12.421,10,15.895,12.263,9.789,2013,5,7
7.526,9.421,9.474,17.211,8.286,8,5.053,10.316,8.105,7.579,9.632,9.368,2013,5,8
6.263,7.105,6.316,8.737,6.025,8.737,7.053,7.368,7.474,8.368,8.789,6.421,2013,5,9
9.263,15.316,13.895,20.421,4.316,15.842,8.75,12.789,10.737,14.158,6.474,11.421,2013,5,10
3.474,3.263,3.579,4.632,5.474,7.474,8.263,3,9.053,5.263,4.368,3.105,2013,5,11
2.579,2.895,1.737,1.368,1.842,1.053,1.895,0.278,2.579,1.316,2.368,2,2013,5,12
3.684,2.737,2.316,4.737,1.105,3.421,2.368,1,3.053,3.158,2.368,2.421,2013,5,13
11.316,9.632,9.947,7.421,5.105,8.105,8.474,7.632,7.421,9.474,8.842,8.105,2013,5,14
5.526,8.316,7.105,14.316,8.053,9.474,11.053,10.526,7.895,8.737,9.789,8.526,2013,5,15
5.368,4.684,4,4.474,3.211,6.053,3.842,2.632,6.632,5.316,4.789,4.526,2013,5,16
4.579,5.105,3.895,8.947,2.895,4.263,3.053,3.789,3.737,4.947,6,3.632,2013,5,17
7.211,7.947,8.316,11.053,7.105,5.625,4.421,7.263,5.947,6.632,8.316,6.632,2013,5,18
11.053,13.158,9.526,23.789,8.842,10,11.211,9.368,11.316,8.895,9.5,10.105,2013,5,19
13.421,15.421,15.316,22.579,13,17.842,13.632,14.158,6.895,11.947,7.443,10.158,2013,5,20
11.947,17.053,10.684,16.789,7.789,10.579,12.737,12.211,11.895,12.105,6.188,13.684,2013,5,21
8.579,11.789,10.263,22.632,8.789,10.579,5,11.053,7.333,6.895,4.811,10.579,2013,5,22
6.789,7.632,6.684,7.889,8.786,8.632,6.105,6.059,4.617,12.158,2.2,4.526,2013,5,23
2.737,2.211,1.421,1.083,0.364,1.421,1.158,4.706,2.273,2.579,2.263,3.053,2013,5,24
4.421,3,2.895,1.737,1.105,4.053,2.632,0.684,3.053,3.263,3.684,3.263,2013,5,25
3.789,2.895,3.842,3.105,2.737,4.684,3.526,1.316,3.316,3.474,3.053,3.526,2013,5,26
6.474,6.474,5.263,8.579,4.579,7.053,5.211,4.474,7.053,8.105,4.526,5.526,2013,5,27
9.789,14.789,11.789,17.474,10.947,11.263,12.158,10.526,6.158,9.684,11.364,14.421,2013,5,28
8.737,7.105,5.737,9.684,6.421,9.895,8.211,8.947,8.263,11.789,8.5,7.526,2013,5,29
16.053,14.737,12.263,11.421,8.842,9.842,13.842,12.632,12.789,11.895,15.125,8.316,2013,5,30
15.737,19.053,16.053,12.526,14.368,11.105,14.105,12.842,13.632,13.789,11.737,13.211,2013,5,31
8.053,6.579,6.895,6.684,6.789,6.632,9,7.684,7,6.789,5.316,9.053,2013,6,1
6.158,5.158,6.474,4.211,6.158,4.263,5.368,6.632,6.316,6.316,3.579,5.263,2013,6,2
4.158,3.316,2.632,2.421,0.667,2.158,2.579,2.053,2.789,3.895,2.895,3.421,2013,6,3
3.632,4.105,3.737,2.737,1.895,3.947,3.263,5.421,4.263,4.526,2.526,3.368,2013,6,4
4.895,5.211,6.158,8.263,5.947,5.158,4.474,4.684,4.263,8,5.368,1.875,2013,6,5
3.053,5.211,4.263,6.789,4.316,4.684,7.053,4.947,5.421,4.053,2.526,2.636,2013,6,6
2.579,3.789,3.053,5.053,1.789,2.105,3,5.053,8.579,4.842,2.737,0.632,2013,6,7
3.053,3.842,2.789,2.895,2.105,3.895,2.857,3.474,4.158,3.579,2.895,0.842,2013,6,8
