"X60410","X60430","X60434","X60512","X61104","X61402","X61502","X61603","X62601","X63001","X65001","X65101","year","month","day"
15.526,16.158,14.105,17.158,8.579,13.781,17,14.263,17.211,17.632,16.368,13.474,2014,2,12
25.263,27.789,26.158,24.316,13,21.632,31.053,23.947,18.737,23.158,19.526,20.684,2014,2,13
22.368,24.789,27.105,29.947,7.842,26.053,30.947,28.263,25.421,31,15.632,19.421,2014,2,14
15.947,14.105,17.842,16.421,8.842,11.947,10.053,16,14.632,18.053,6.789,4.737,2014,2,15
5.421,5.316,6.211,8.053,4.684,9,6.684,6.263,7.105,8.316,3.947,2,2014,2,16
4.053,5.526,6.526,9.947,4.263,8.579,8.474,7.316,7.316,8.632,5.368,3.158,2014,2,17
11.737,10.947,10.053,14.579,7.737,12.895,13.947,9.632,16,12.579,9.263,11.474,2014,2,18
22.947,30.789,27.737,30.368,18.526,28.316,27.947,27.105,15.368,29.684,23.526,20.263,2014,2,19
37.737,37.526,39.158,30.158,31.053,27.684,35.526,35.263,22.684,31.789,21.105,26.526,2014,2,20
5.737,5.842,6.421,7.105,3.263,6,5.842,4.895,6.263,6.474,5.105,3.158,2014,2,21
4.316,4.105,3.421,3.947,4.053,2.579,3.211,3.842,3.842,3.105,4.316,1.789,2014,2,22
7.421,7,7.368,8.947,7,8.158,8.346,7.263,8.105,7.316,8.474,7,2014,2,23
5.526,4.947,4.737,6.158,4.263,3.895,5.737,4.789,6.368,4.947,3.842,1.263,2014,2,24
5.789,6.684,5.579,7.421,4.579,5.737,6.053,6.526,4.842,5.947,4.263,3.474,2014,2,25
7.368,7.263,5.158,6.316,4.211,5.158,5.105,6.895,4.789,5.737,4.211,3.158,2014,2,26
10.211,9.737,8.053,9.526,7.263,7.368,8.842,7.105,6.737,7.947,7.368,6.789,2014,2,27
8.421,8.368,6.421,7.421,6.158,6.947,6.895,7.263,8.526,8.053,6.895,7.316,2014,2,28
16.737,14.947,14.895,17.684,11.895,16.368,16.842,14.895,13.053,17.684,10.211,11.895,2014,3,1
6.211,5.842,5,4.947,4.105,3.947,4.789,3.895,3.526,4.053,3.947,3.368,2014,3,2
8.737,6.632,8.053,6.421,4.211,6.421,5.105,5.579,5.421,5.579,3.789,3.895,2014,3,3
15,13.368,11.579,8.526,8.474,8.211,13.053,11.895,6.842,11.316,10.737,8.526,2014,3,4
17.526,18.842,17.368,14.211,10.474,15.053,18.632,15.158,15.105,17.684,15.684,15.368,2014,3,5
5,7.421,7,9.895,6.158,9.737,9.211,9.211,8.895,6.632,8.684,5.842,2014,3,6
22.947,24.895,22.684,24.316,14.526,16.368,21.789,24.421,15.789,25.947,19,20.105,2014,3,7
24.947,21.947,27.368,27.737,18,28.368,26.579,25.368,29.895,29.211,16.368,18.158,2014,3,8
7.368,7.842,7.684,10.474,5.211,9.684,8.684,8.316,10.789,8.947,6.368,4.947,2014,3,9
28.579,26.947,24.368,23.105,23.158,25.579,30.579,24.895,22.316,24.789,26.947,27.526,2014,3,10
14.632,14.158,20.474,18.211,7.158,23.368,20.684,20.158,25.737,26.105,5.263,6,2014,3,11
3.211,4.789,5.947,4.316,4.211,4.421,3.842,4.421,5.263,5.789,3.579,2.263,2014,3,12
5.158,4.158,4.421,4.632,4.579,2.368,4.158,5.211,3.579,4.579,4,3.421,2014,3,13
14.579,14.316,11.526,11,12.263,9.895,14.526,11.263,10.368,12.526,14.211,15.947,2014,3,14
6.158,6.526,7.895,6.421,6.632,6.632,7.579,7.263,8.105,8.368,5.368,3.526,2014,3,15
4,2.526,3.333,3.579,3.684,3.526,4.053,4.421,3.579,3,2.579,2.053,2014,3,16
2.737,4.842,7,5.698,4.789,5.789,5.263,5.632,5.474,7.684,6.421,5.158,2014,3,17
7.316,6.421,7.053,10.789,5.579,9.842,9.579,6.368,8.263,9.158,5.895,6.316,2014,3,18
8.579,10.211,11.684,13.579,8.316,11.842,12.895,11.421,8.211,12.368,10.316,10.053,2014,3,19
6.316,5.632,5.632,8.316,3.579,8.316,8.842,7.474,10.105,6.632,3.105,2,2014,3,20
7.263,8,6.789,7.842,2.368,5.789,6.421,7.105,4.842,6.684,4.632,3.684,2014,3,21
8.579,9.158,8.895,10.158,5.421,11.158,7.211,9.842,9.263,9,6.579,6.579,2014,3,22
3.632,3.526,3.368,3.579,3.632,5.789,4.053,4.684,4.842,3.737,4.053,2.579,2014,3,23
6.368,7.368,6.211,6.947,5.737,6.053,5.947,6.421,5.053,6.526,6.053,5.316,2014,3,24
15.947,14.368,15.211,13.158,14.053,12.263,13,14.947,12.286,13.421,12.053,12.368,2014,3,25
3.789,3.895,4.368,4.789,3.947,3.842,5.053,4.053,9.469,4.895,6.263,5.895,2014,3,26
13.211,12,10.947,10.526,10.211,10.579,11.526,11.737,8.84,12.789,17.526,16.263,2014,3,27
11.579,10.368,11.421,10.316,11.842,9.211,10.526,9.211,10.4,13.105,12.474,10.737,2014,3,28
12.895,13.737,13.263,16.474,10.316,13.474,14.526,13.684,11.684,12.684,10.737,13.579,2014,3,29
3.526,3.158,4.368,3.684,3.789,4.105,3.211,3.895,2.789,4.421,3.526,2.737,2014,3,30
9.474,7.789,6.316,15.368,4.789,6.842,7.684,5.368,5.053,8.632,6.053,7.158,2014,3,31
4.895,6,7.684,14.895,7.684,7.526,11.105,8.368,4.421,10.316,6.842,5.263,2014,4,1
7.368,7.263,8,9.579,6.421,6.368,7.632,12.947,7.211,8.105,6,5.263,2014,4,2
4.053,5.579,4.368,9,3.526,6.526,4.474,5.053,4.421,6.737,3.474,5.789,2014,4,3
5.737,7.737,8.211,12.895,5.474,8,6.474,5.842,6.421,7.368,4.579,5.474,2014,4,4
2.579,1.579,3,2.632,2.842,2.316,3.632,3.316,3.667,3.474,2.684,2.211,2014,4,5
10.526,8.263,8.474,11.211,6.895,7.105,8.316,6.211,4.8,8.895,8.737,6.263,2014,4,6
8.895,11.105,12.263,16.053,10.211,14.895,13.579,9.632,9.667,11.316,12.947,8.526,2014,4,7
6,4.368,4.842,6.053,1.421,6.579,7.421,4.579,7,4.684,4.316,3.789,2014,4,8
5.895,5.211,6.316,8,5.158,8.421,7.579,5.579,7.632,8,5,5.842,2014,4,9
8.526,7.737,7.158,8.789,8.368,6.579,10.421,7.368,5.158,7.211,11.632,8.421,2014,4,10
6.526,9.526,8.316,11.053,4.105,9.737,7.263,6.632,10.684,10.789,4.684,4.211,2014,4,11
8.474,9.211,9.263,17.263,4.158,13.737,12.474,8.895,17.429,15.053,6.895,5.789,2014,4,12
10.842,8.789,7.842,14.316,7.579,9.895,11.789,6.737,12.224,8.526,8.105,10.474,2014,4,13
11.632,12.474,14.632,8.263,9.105,7.053,6.526,13.368,10.579,15.053,7.158,10.368,2014,4,14
4.158,3.053,3.421,2.158,2.105,3.789,2.684,4.368,2.579,6.421,3.895,2.947,2014,4,15
6.474,4.632,4.737,6.053,4.737,4.263,5.632,3.789,2.947,5.789,4.474,4,2014,4,16
6.316,6.947,7.211,10.895,7.684,6.316,9.368,8.105,6.211,9.579,7.158,8,2014,4,17
13.632,12.158,11.053,13.737,10.474,13.895,14.526,10.158,9,12.895,12.737,11.263,2014,4,18
8,7.789,9.105,14.684,5.158,9.211,8.737,8.789,7.421,7.842,6.526,6.579,2014,4,19
10,11,12.105,18.947,8.842,12.105,8.737,8.737,6.105,10.105,5.579,9.211,2014,4,20
15.737,17.789,16.211,13.632,9.842,14.737,13.579,12.842,9.789,17.474,11.632,13.842,2014,4,21
13.053,14.526,11.895,10.263,12.211,11.474,12,10.789,13.158,13.474,9.789,9.947,2014,4,22
3.579,2.632,3.105,2.474,1.842,3.947,3.526,3.842,3.368,3.842,3.579,2.842,2014,4,23
4.105,4.579,4.895,6.316,2.947,7.158,5.053,5.842,3.211,5.684,3.947,3.158,2014,4,24
7.105,6.579,6.947,13.684,4.789,9.158,7.706,9.684,7.105,7.263,5.158,4.789,2014,4,25
11.158,7.316,12.053,14.526,4.895,11.632,4.667,11.105,12.789,13,4.474,5.474,2014,4,26
3.842,2.632,3.316,4.842,2.474,4.421,4.761,3.368,4.684,4.211,4.684,2.737,2014,4,27
3.211,4.053,4.526,11,4.316,6.158,4,6.053,4.053,5.842,3.737,4.368,2014,4,28
5.368,5.684,6.316,19.211,6,5.684,8.526,4.789,3.842,5,4.526,4.789,2014,4,29
2.789,3.842,3.632,11.368,3.368,5.263,6.895,3.474,6.263,3.368,3.158,3.263,2014,4,30
8.211,13.895,4.474,8.947,5.316,6.895,6.474,5.579,5.474,6.368,4.684,5.316,2014,5,1
7.158,8,6.105,7.526,10.105,6.316,6.737,5.842,8.825,7.789,5.842,5.368,2014,5,2
9.105,7.842,8.842,6.526,10.316,5.684,9.316,7,5.842,7.211,7.368,9.474,2014,5,3
1.895,1.789,3.263,2.158,1.421,2.053,1.947,2.895,1,2.579,1.842,1.842,2014,5,4
3.947,4.789,4.316,4.211,2.737,4.158,4.105,3.632,3.263,3,3.053,2.684,2014,5,5
4.789,4,5,7.526,3.579,4.895,4.526,5.316,4.842,4.316,3.421,4.211,2014,5,6
3.842,4.895,3.895,9.947,2.789,6.421,4.421,4.579,4.789,5.632,3.947,5.421,2014,5,7
7.474,7.632,6.737,20.895,4.474,10.579,8.737,7.053,14.474,9.211,4.789,6.789,2014,5,8
9.737,9.895,5.842,16.158,7.053,7.895,7.368,6.947,14.526,5.053,7.316,10.684,2014,5,9
7.421,7.105,7,5.105,5.947,6.263,6.263,6.737,7.789,5.526,6.895,7,2014,5,10
5.421,5.579,7.632,7.263,3.421,9.158,9.474,6.474,8.211,11.526,3.316,3.632,2014,5,11
17.474,20.474,13.632,29.421,10.053,11.211,11.421,16.211,12,22.632,10.263,15.421,2014,5,12
5.895,8.842,8.895,29.421,3.474,18.053,9.421,9.579,11.316,12.632,9.105,8.895,2014,5,13
9.789,11.263,9.158,14.105,7.316,9.684,7.895,9.105,14.158,14.947,5.053,5,2014,5,14
4.737,7.105,7,18.789,5.526,7.895,8.421,8.632,7.105,5.789,5.684,5.053,2014,5,15
4.421,5.368,4.158,2.947,2.842,1.737,2.947,6.421,2.895,3.474,3,1.368,2014,5,16
5.579,3.316,2.632,4.947,2.263,4.474,4.474,4.158,6,5.211,2.684,1.895,2014,5,17
10.211,13.421,10.684,8.211,7.421,8,8.158,8.895,6.158,9.158,8.947,9.211,2014,5,18
18.842,24.474,12.737,14.474,12,10.579,11.105,11.789,8.474,12.316,13.368,12.105,2014,5,19
13.526,16.211,16.316,14.895,9.895,12.526,13.737,13.737,12.368,17.579,12.316,11.632,2014,5,20
16.947,15.842,13.421,33.474,11.316,13.684,13.684,13.579,12.842,21.105,11.316,15.789,2014,5,21
13.474,14.158,12.421,15.263,12.474,8.474,11.526,10,5.421,12.789,10.105,10.263,2014,5,22
4.211,3.684,3.421,3.526,2.632,3.316,4.895,3.211,3.263,3.632,4.526,3.579,2014,5,23
5.421,5.421,5.368,4.474,3.684,4,4.105,5.053,4.263,6.421,7.895,4.105,2014,5,24
6.053,5.789,6.579,5.737,5.579,8.421,8.105,8.737,8.053,9.316,8.368,6.263,2014,5,25
9.368,10.211,9.895,10.895,8.158,8.632,9.368,8.895,10.526,10,9.158,8.211,2014,5,26
15,15.526,12.842,13.789,10.579,11.842,13.158,11.737,15.842,14.421,12.842,13.579,2014,5,27
5.895,8.316,6.947,13,3.105,10.789,10.368,8.947,9.368,8.421,2.421,5.421,2014,5,28
5.421,6.684,4.684,21.526,4.158,8.105,9.875,4.105,5.632,6.053,3.474,4.737,2014,5,29
5.842,7.053,6.842,9.632,5.053,6.368,7.357,5.842,8.368,10.789,6,4.737,2014,5,30
5.421,7.526,6.368,11.842,4.474,5.895,7.368,6.895,5.263,8.895,7.316,6.316,2014,5,31
7.263,8.421,7.421,25.053,8.421,13.632,9.789,7,8.053,8.474,10.632,7.211,2014,6,1
10.895,9.316,6.474,12.368,9.526,16.737,10.789,8.737,9.947,10.316,12.053,14.053,2014,6,2
9.947,9.211,7.368,8.789,8.632,10,8.526,9.211,9.579,10.421,10.105,8.158,2014,6,3
4.474,5.842,3.158,4.263,2.263,3.316,4.632,5.474,3.632,3.474,3,2.053,2014,6,4
4.316,5.158,4.737,7.053,3.053,3.368,4.368,4.474,4.211,5.789,3.263,2.368,2014,6,5
3.789,5.684,3.789,4.684,3.105,4.053,3.947,3.737,1.789,5.632,5.842,3.947,2014,6,6
6,7.316,9.947,13.263,6.053,9.316,8.053,6.316,7.105,10.158,11.105,8.053,2014,6,7
10.263,10.737,14.211,19.105,7.789,18.789,21.211,8.632,13.421,16.053,13.789,13.684,2014,6,8
7.263,9.158,8.368,11.895,5.368,7,10.895,8.842,10.053,10.053,7.842,8.4,2014,6,9
7.158,8.263,8.158,18.474,4.368,9.737,10.105,8.211,9.579,10.105,6.947,1.895,2014,6,10
10.316,8.211,8.526,22.474,4.895,6.053,7.789,7.579,6.526,8.842,11.579,6.579,2014,6,11
6.158,4.421,4.684,15.105,3.684,8.947,10.211,13.429,7.737,6.368,8.474,8.316,2014,6,12
7.474,11.211,7.421,7.684,7.579,6.263,7.579,8.368,7.632,8.105,6,7.056,2014,6,13
4.368,3.316,3.263,2.211,3.684,2.263,3.263,2.579,2.737,2,0.636,1.583,2014,6,14
4.895,4.842,4.263,13,3.053,5.105,5,4.263,6.474,5.158,4.684,2.842,2014,6,15
6.158,6.368,4.789,20.158,3.684,8.737,6.526,4.789,6,7.526,5.474,5.842,2014,6,16
20,20.105,17.263,21.474,10.895,20.368,13.842,17.105,14.842,17.211,14.421,13.789,2014,6,17
9.105,6.895,7.632,7.842,5.211,5.632,4.263,7.158,4.421,7.105,6.263,5.053,2014,6,18
4.684,9.421,7.316,9.632,4.105,7,6.368,8.105,7.789,6.947,3.053,5.053,2014,6,19
3.842,5.526,4.842,11.632,2.789,6.842,4.263,3.684,4.579,4.368,3.105,3.316,2014,6,20
3.895,5.895,5,10.632,5.105,5.368,4.895,3.263,3.368,6.632,5.526,4.684,2014,6,21
7.421,7.368,8,16.474,5.789,10.737,10.737,5.684,7.263,9.421,6.105,5.842,2014,6,22
6.368,6,4.842,18.632,5.368,12.316,9.947,5.263,10.632,6.947,8.211,5.737,2014,6,23
12.211,11.947,10.789,14.316,12.474,12.211,11.053,12.684,10.947,13.105,16.053,11.368,2014,6,24
6.105,3.947,6.842,12.105,5.947,7.895,4.368,7.368,8.421,10.158,2.947,3.947,2014,6,25
7.105,8.579,7.368,13.211,5.263,6.474,6.105,8.368,5.684,7.789,3.579,5.526,2014,6,26
6.316,7.526,7.263,18.579,5.368,8.105,9.579,9.368,7.368,9.789,8,5,2014,6,27
9.842,8.471,7.947,18.421,8.6,14.053,10.842,9.947,10.105,8.579,10,7.947,2014,6,28
13.737,10,13.526,16,8.589,20.737,17.158,11.789,14.105,17.684,16.474,12.684,2014,6,29
12.316,10.395,10.684,9.947,11.7,10.158,9.789,10.632,9.579,10.158,9.263,10.368,2014,6,30
8.737,8.947,9.158,10.947,9.316,8.263,8.368,9.842,8.632,10.947,6.895,8.684,2014,7,1
10.789,9.421,8.368,9.368,8.947,7.684,8.526,8.632,8.684,7.737,7.895,9.053,2014,7,2
3.526,5.632,4.474,6,3.831,4.421,4.789,4.263,4.474,3.526,1.474,2.632,2014,7,3
3.474,4,4.053,4.105,3.311,4.211,4,4.263,3.105,4.211,1.842,3.053,2014,7,4
6,5.263,4,5.368,3.053,5.526,4.579,3.947,4.842,5.526,4.947,4.105,2014,7,5
7.737,6.474,6,8.105,6.895,6.421,7.789,5.421,7.737,8.947,8.526,5.789,2014,7,6
12,9.579,9.947,10.842,12.368,11.579,9.316,9.105,15,11.895,5.211,8.526,2014,7,7
10.684,11,10.947,8.474,10.737,7.737,6.947,10.158,8.316,11.105,6.842,7.211,2014,7,8
3.632,5.579,3.579,4.211,0.947,3.895,4.684,4.789,3.842,4.316,2.526,4.474,2014,7,9
5.632,6.053,5.105,8.684,2.421,3.842,6.895,6.474,4.316,7.474,3.053,4.316,2014,7,10
6.579,11.263,5.947,14.211,6.684,9.421,8.474,7.474,5.789,7.947,4,7.053,2014,7,11
6.947,8,12.211,15.158,8.421,13.789,9.809,8.105,10.842,14.579,11.316,8.421,2014,7,12
14.842,13.316,12.895,15.947,15.211,13.789,10.5,13.421,16.474,16.474,12.105,11.789,2014,7,13
7.526,7.526,8.158,13,4.684,10.053,14.105,10.895,10.211,9.789,6,7.211,2014,7,14
7.158,7.474,6.263,11.316,11.857,11.526,10.532,4.789,9.474,7.947,8.105,5.632,2014,7,15
3.158,7.632,2.842,2.158,3.158,3.789,5.529,2.368,3.526,3.158,5.053,1.684,2014,7,16
5.316,8.316,3.474,6.053,3.842,3.421,4.211,5.263,3.368,5.105,4.316,2.789,2014,7,17
6.368,6.368,4.368,12.684,5.316,6.789,5.789,4.684,6.211,9.053,5.158,5.316,2014,7,18
8.105,7.526,5.263,20.842,7.632,10.316,11.737,5.105,8.158,8.474,8.895,5.895,2014,7,19
12.105,11.211,9.632,17.053,11.579,8.947,6.053,9.947,12,12.526,10.158,9.895,2014,7,20
13.316,14.579,10.211,13.737,12.158,8.263,11.947,11.316,6.632,14.316,11.053,8.526,2014,7,21
15.737,17.105,16.842,13.947,13.737,14.053,14.579,14.263,11.789,19.579,16.105,15.947,2014,7,22
10.737,12.158,10.737,7.579,9.684,8.263,10.579,10.526,10.789,10.211,5.579,7,2014,7,23
5.053,5.368,4.579,5.474,3.211,4.158,5.8,6.947,3.474,3.632,4.789,4.684,2014,7,24
6.789,7.158,5.895,6.842,5.526,5.947,9.803,5.474,5.158,5.158,5.368,3.895,2014,7,25
11.789,14.579,7.895,7.474,9.421,8.474,15.5,7.737,7.211,9.211,9.632,7.368,2014,7,26
11.368,10.474,11.368,14.263,9,14.632,10.053,12.789,16.158,14.474,7.737,9.211,2014,7,27
5.474,4.263,6.684,5.684,4.263,5.421,3.316,6.474,4.632,8.211,2.526,3.895,2014,7,28
3.421,4.474,3.053,5.789,2.737,2.895,2.895,3.789,2.895,4.789,3.211,2.579,2014,7,29
10,7.947,7.316,11.105,8.053,8.421,7.842,8.789,7.684,11.579,5.474,6.737,2014,7,30
5.421,6.842,4.526,6.526,6.053,5.526,5.105,5.579,5.632,7.263,6.474,4.895,2014,7,31
15.316,14.789,9.579,14,12.474,12.421,15.526,11.842,10.684,14.421,15.053,13.579,2014,8,1
17.684,13.947,17.105,23.895,14.211,20.105,19.947,17,14.263,19.842,15.842,11.895,2014,8,2
16.895,13.789,13.526,19.263,15.526,19.263,14.842,14.263,17.947,16.789,13.579,14.579,2014,8,3
16.632,15.684,15.579,17.316,14.737,17.579,17.579,16.526,16.632,18.316,16.053,14,2014,8,4
15.263,15.053,13.105,14.579,11.263,10.789,8.789,13.316,14.368,14.895,10.211,11.789,2014,8,5
7.158,11.842,8.947,11.684,4.158,6.947,8.579,9.947,9.158,9.526,5.632,6.895,2014,8,6
10.368,14.211,12.526,13.316,7.211,10.526,12.053,13.474,9.737,14.579,7.947,9.579,2014,8,7
7.053,7.105,7.263,9.737,5,9.053,6.579,6.211,12.368,7,7.947,7.842,2014,8,8
9.211,10.789,9.105,12.895,7.684,11.105,11.316,11.316,9.053,11.421,11.053,9.263,2014,8,9
6.737,9,8.263,12.737,8.579,9.947,8.474,7.895,8.053,7.211,13.053,8.316,2014,8,10
10.421,11.789,9.158,17.316,11.316,15.263,12.211,9.526,12.316,11.684,12.368,10,2014,8,11
6.421,7.632,8.526,9.263,7.368,7.947,8.105,8.842,7.632,10.211,8.789,6.895,2014,8,12
3.842,6.632,4.474,5.053,4.211,3.947,3.947,6.158,5.526,4.526,1.789,7.895,2014,8,13
4,5.526,1.368,5.316,2.789,2.579,3.105,4.684,3.632,6.158,0.316,4.737,2014,8,14
9.25,4.421,2.737,4.632,3.105,4.579,4.789,3.579,3.158,5.737,2.105,3.526,2014,8,15
9.053,6.053,5.158,6.158,6.526,4.895,8.368,4,5.632,6.158,5.316,3.421,2014,8,16
8.789,8.316,9.737,12.211,3.368,7.421,11.316,9.263,5.789,9.632,5.316,5.632,2014,8,17
6.158,6.158,5.474,13.368,2.895,7.263,5.368,7,6.105,5.368,3.368,5.842,2014,8,18
5.053,7.105,6,10.316,3.895,8.368,9.579,6,7,7.842,6.105,4.842,2014,8,19
5.263,4.684,4.632,11.579,6.368,6.158,7.474,5.684,5.526,5.579,9,4.474,2014,8,20
8.421,10.421,6.053,7.632,8.053,6.474,3.737,5.526,6.421,9.368,9.158,8.474,2014,8,21
6.737,5.526,6.158,12.579,3.947,9.474,11.158,6.895,9,8.579,2.263,3.211,2014,8,22
6.526,7.842,6.263,9.632,4.053,7.316,8.842,6.526,6.895,8.105,4.158,4,2014,8,23
4.368,3.105,3.158,7.842,4.053,7.368,4.737,4.368,3.526,4.211,3.526,3.895,2014,8,24
3.895,6.895,4.316,8.474,4.158,6.895,5.684,6.421,6,9.053,5.895,4.421,2014,8,25
10.684,10.789,9.789,11.579,10,12.158,12,9.263,10.105,11.105,16.211,11.579,2014,8,26
4.105,5.632,6.263,5.632,4.632,6.789,2.737,6.684,7.632,9.263,1.053,2.105,2014,8,27
2.842,5.368,3,4.842,2.158,2.947,2.263,4.579,3.211,7.895,3.526,2.316,2014,8,28
4.211,4.053,4.053,10.211,4.211,4.684,4.316,3.842,4.632,5.474,6.421,4.316,2014,8,29
8.105,7.737,8.421,12.947,6.684,13.263,11.368,9.579,6.895,9.579,12.368,7.579,2014,8,30
9.684,8.789,9.105,11.789,10.947,10.316,8.421,10.263,13,12.158,4.737,6.158,2014,8,31
6.158,10.526,9.632,10.316,6.789,9.579,11.684,10.474,9,12.158,8.053,7.789,2014,9,1
10.421,10.789,9.368,8.263,7.579,7.737,9.632,8.947,9.895,7.842,4.895,4.895,2014,9,2
6.211,8.737,5.158,6.211,2.053,5.263,4.158,6,6.474,5.421,2.316,3.105,2014,9,3
10.526,12.211,9.105,10.526,10.368,10.579,9.158,9.737,8.737,11.421,7.947,8.789,2014,9,4
15.053,17.263,18.053,16.053,14.895,14.947,15.263,15.316,14.316,16.737,15.158,13.947,2014,9,5
6.053,5.947,4.158,2,4,3.263,3.526,3.842,9,3.579,1.842,3.053,2014,9,6
3.158,4.579,3.947,4.158,3.368,3.947,4.526,3.316,3.895,3,3.053,3.105,2014,9,7
5.632,6.579,4.211,6.947,4.158,6.421,6.684,3.842,3.737,5.474,3.895,4.579,2014,9,8
5.158,4.526,4.895,7.263,5.158,5.895,6.526,5.263,4.789,5.368,8.368,6.474,2014,9,9
8.632,7.737,7.421,8,7.579,8.895,9.842,7.684,6.263,9.947,10.684,7.158,2014,9,10
5.895,7.895,4.105,3.632,4.211,3.842,2.947,4.368,2.105,4.053,2.421,4.316,2014,9,11
3.579,3.316,4.474,5.421,2.316,3.947,2.842,3.368,11.316,4.474,2.368,3.842,2014,9,12
3.526,5,3.474,3.737,3.526,4.421,3,2.316,4,3.789,3.526,3.474,2014,9,13
5.684,6.421,4.316,6.263,2.684,4.474,3.579,4.105,1.462,3.895,4.737,6.316,2014,9,14
9.316,7.579,5.579,6.316,5.421,6.632,6.316,5.842,4.947,5.632,6.526,6.368,2014,9,15
5.526,6.421,4.737,5.684,5.842,5.053,4.474,4.789,6.421,5.684,4.526,3.632,2014,9,16
7.421,7.368,7,7.895,4.526,5.842,6.421,6.368,6.947,5.842,6.105,5.421,2014,9,17
6.895,7.895,7.789,10.632,3.789,11.053,6.842,7.947,11.368,8.842,2.789,4.947,2014,9,18
6,6.263,6.789,9.105,6.368,6.105,7.579,5,6.211,7.421,5.684,6.579,2014,9,19
11.474,10.316,10.053,13.316,10.684,9.632,11.684,9.526,10.158,12.842,12.421,10.105,2014,9,20
7.421,8,6.158,8.263,7.421,5.368,5.737,6.368,7.368,5.842,3.632,4.789,2014,9,21
3.421,3.316,4.053,3.158,2.368,4.105,3.158,4.526,2.842,2.368,1.684,2.474,2014,9,22
7.105,5.947,4.263,5.789,4.737,6.263,4.684,4.105,5.632,6.158,3.789,3.105,2014,9,23
8.789,10.737,7.789,15.947,8.526,8.632,8.737,9.421,7.211,14,7.789,5.526,2014,9,24
10.263,10.474,8.632,17.947,6.316,13.211,10.263,9.947,4.895,11.474,7.474,4.842,2014,9,25
12.158,13.158,11.105,16,5.474,14.053,12.158,9.263,11.632,10.632,8.474,4.263,2014,9,26
15.158,12.842,11.211,15.684,9.632,14.789,10.421,11.737,10.737,11.263,9.684,9.474,2014,9,27
15.737,15.737,18.684,25.421,11.312,15.895,14.158,18.947,18.316,26.579,11.421,6.737,2014,9,28
12.211,13.632,13.579,23.632,5.727,17,12.632,15.158,13.579,16.632,10.842,12.263,2014,9,29
17.526,23.158,19.421,18.895,8.895,14.737,13.579,20.158,10.632,21.737,18.368,24.263,2014,9,30
10.368,10.842,10.053,10.947,7.526,11.368,10.526,9.737,14.105,8.737,10.105,10.895,2014,10,1
15.421,13.579,13,21.105,6.158,16.421,17.263,15.368,15.263,15,14.368,13.211,2014,10,2
10.526,8.789,9,9.842,6.211,12.263,9.105,9.158,7.895,10.105,8.421,5.947,2014,10,3
4.789,5.632,5.211,3.684,1.158,7.263,5.632,6.842,5.684,2.263,1.895,0.737,2014,10,4
4.211,5.053,4.211,3.263,5,4.263,2.421,4.263,3.316,3.526,2.947,3.579,2014,10,5
6.211,4,4.579,6.316,4.105,5.895,3.737,4.263,4.684,7.053,7.316,6.895,2014,10,6
8,6.158,4.158,5.526,4.737,4.947,6.526,5.421,4.789,4.158,7.842,3.632,2014,10,7
6.105,10.368,7.895,9,5.316,8.211,6.263,9.474,7.895,10.421,5.632,4.579,2014,10,8
3.579,7.316,5.842,4.684,1.684,5.368,4.316,5.053,4.684,4.895,3.158,2.091,2014,10,9
4.368,5.421,5.789,5.158,1.211,5.158,3.526,3.211,4.737,4.632,2.895,0.421,2014,10,10
4.842,5.053,3.947,5.368,2.158,5.947,4.526,2.737,4,2.579,4.211,1.526,2014,10,11
3.737,6.421,6.737,10.211,3.579,7.211,6.632,4.211,4.579,5.211,5.316,4,2014,10,12
8.105,5.737,8.474,14.579,6.632,7.368,7.737,8,7.526,8.737,11.263,7.263,2014,10,13
6.842,6.474,8.053,10.421,6.737,5.579,6.053,6.947,5.526,9.737,6.789,5.895,2014,10,14
8.211,6.211,4.842,7.526,4.263,4.842,3.842,5.842,5.053,4.368,4.316,6.316,2014,10,15
8.421,8,7,11.316,3.053,8.632,5.158,8.789,13.316,9.895,3,3.316,2014,10,16
9.789,8.105,7.263,6.526,5.737,5.526,6.316,7.211,7,7.579,5.947,11.947,2014,10,17
3.263,4.474,3.947,2.632,1.789,4.947,1.842,3.053,2.368,2.053,1.526,1.25,2014,10,18
2.474,2.789,2.895,3.737,1.842,3.474,2.579,2.737,2.368,2.947,3.053,2.8,2014,10,19
10.158,6.526,7.316,9.053,7.526,6,9.474,5.053,7.316,9.105,9.526,10.263,2014,10,20
6.474,9.211,8.895,5.789,3.579,6.789,3.316,7.842,5.842,9.421,4.368,4.105,2014,10,21
3.316,5.263,4.684,8.211,2.789,5,4,5.947,3.526,4.842,3.526,2.789,2014,10,22
5.158,5.211,5.474,5.737,4.895,5.526,5.789,3.947,4.158,6.368,5.211,4.526,2014,10,23
10.947,8.684,10.211,13.632,6.842,11.526,12.158,9.632,13.105,12,9.632,9,2014,10,24
23.737,17.211,19.421,17.737,12.684,18.579,19.474,17.474,19,20.895,13.842,17.632,2014,10,25
3.421,4.158,4.737,3.579,1.053,4.526,3.368,1.421,2.842,2.316,2.526,1,2014,10,26
4,6.789,6.789,12.526,3.895,7.842,6.632,8.368,7.947,7.474,4.895,3.579,2014,10,27
8.526,7.474,5.474,9.947,5.211,5.368,10.053,7.105,12,7.316,8.368,5.842,2014,10,28
