"year","month","day","hour","tempf","humidity","solarradiation","hourlyrainin","windspeedmph"
2021,4,8,5,64.0166666666667,71.5,0,0,0.05
2021,4,8,6,64,73.6666666666667,0,0,0.408333333333333
2021,4,8,7,64.1833333333333,73.3333333333333,0,0,0.491666666666667
2021,4,8,8,62.8666666666667,76,4.43416666666667,0,0.108333333333333
2021,4,8,9,64.4083333333333,74.75,40.0933333333333,0,0.366666666666667
2021,4,8,10,66.5666666666667,72.6666666666667,73.655,0,1.18333333333333
2021,4,8,11,65.2833333333333,76.6666666666667,32.9766666666667,0,0.958333333333333
2021,4,8,12,64.2416666666667,80.9166666666667,69.5258333333333,0,0.425
2021,4,8,13,66.8333333333333,70.6666666666667,164.725,0,0.816666666666667
2021,4,8,14,68.7416666666667,65.4166666666667,119.164166666667,0,1.28333333333333
2021,4,8,15,70.6666666666667,61,219.948333333333,0,2.10833333333333
2021,4,8,16,67.15,69.5,106.625,0.00783333333333333,1.56666666666667
2021,4,8,17,64.9,79.25,135.629166666667,0,1.20833333333333
2021,4,8,18,65.1166666666667,78.1666666666667,69.3508333333333,0,1.475
2021,4,8,19,60.0666666666667,89.1666666666667,22.4166666666667,0.116083333333333,1.75
2021,4,8,20,56.525,91.9166666666667,4.89166666666667,0.0255833333333333,0.775
2021,4,8,21,55.875,89.75,0.244166666666667,0.00591666666666667,0.658333333333333
2021,4,8,22,53.7416666666667,79.75,0,0.00783333333333333,0.75
2021,4,8,23,51.9833333333333,81.5,0,0,0.0166666666666667
2021,4,8,24,51.1166666666667,83.5833333333333,0,0,0.075
2021,4,9,1,51.8,83.0833333333333,0,0,0
2021,4,9,2,52.4416666666667,81.4166666666667,0,0,0.141666666666667
2021,4,9,3,52.35,82.8333333333333,0,0,0
2021,4,9,4,52.8833333333333,82.3333333333333,0,0,0.808333333333333
2021,4,9,5,53.2583333333333,81.5,0,0,0.491666666666667
2021,4,9,6,53.2666666666667,81.6666666666667,0,0,0.583333333333333
2021,4,9,7,53.875,78.5,0,0,2.05
2021,4,9,8,53.975,77.1666666666667,6.85916666666667,0,1.33333333333333
2021,4,9,9,55.2416666666667,74.5833333333333,36.8525,0,1.48333333333333
